"bill","dateOfDine","comments","response","ip_addr","source","timestamp","cleanliness_rating","satisfaction_rating","recommendation_rating","restaurant_name","email","store_number","telephone","address","city","state","zip","lat","lon"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Bashas #155","",\N,"4809406731","9925 E Baseline Rd","Phoenix","AZ","85209","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Bashas #155","",\N,"4809406731","9925 E Baseline Rd","Phoenix","AZ","85209","0","0"
"n/a","2014-08-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Wal-Mart Superstore #5190","",\N,"4792042344","2501 W Happy Valley Rd","Phoenix","AZ","85027","0","0"
"n/a","2014-10-27","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Wal-Mart Superstore #5190","",\N,"4792042344","2501 W Happy Valley Rd","Phoenix","AZ","85027","0","0"
"n/a","2014-10-27","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Wal-Mart Superstore #5190","",\N,"4792042344","2501 W Happy Valley Rd","Phoenix","AZ","85027","0","0"
"n/a","2014-10-27","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Wal-Mart Superstore #5190","",\N,"4792042344","2501 W Happy Valley Rd","Phoenix","AZ","85027","0","0"
"n/a","2014-07-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Target T-1959","",\N,"6127612282","5110 S Power Rd","Phoenix","AZ","85236","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","The Gelato Spot","",\N,"4809455555","4166 N Scottsdale Rd","","","85251","0","0"
"n/a","2014-11-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","The Gelato Spot","",\N,"4809455555","4166 N Scottsdale Rd","","","85251","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Shell #76","",\N,"6023952600","756 W Southern Ave","","","85210","0","0"
"n/a","2014-08-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Sahara Shell Inc","",\N,"6022682888","709 W Southern Ave","","","85041","0","0"
"n/a","2014-11-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Cost Plus World Market #271","",\N,"5148937300","2501 W Happy Valley Rd","Phoenix","AZ","85027","0","0"
"n/a","2014-08-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Circle K #3462","",\N,"6027288000","3155 S Gilbert Rd","","","85295","0","0"
"n/a","2014-08-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Circle K #3462","",\N,"6027288000","3155 S Gilbert Rd","","","85295","0","0"
"n/a","2014-12-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Asi Es My Tierra","",\N,"4803736673","9333 E Apache Tr","","","85207","0","0"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Hancock Elementary School","",\N,"4808127241","2425 S Pleasant Dr","Phoenix","AZ","85248","0","0"
"n/a","2014-07-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Walgreens #07784","",\N,"8473154312","2650 W Glendale Ave","Phoenix","AZ","85051","0","0"
"n/a","2014-11-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Phoenix Country Day School","",\N,"6029558200","3901 E Stanford Dr","","","85253","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Phoenix Country Day School","",\N,"6029558200","3901 E Stanford Dr","","","85253","0","0"
"n/a","2014-07-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Starbucks Coffee #8974","",\N,"","2501 W Happy Valley Rd","Phoenix","AZ","85027","0","0"
"n/a","2014-12-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Salvadoreno Restaurant","",\N,"6238466100","7333 W Thomas Rd","","","85035","0","0"
"n/a","2014-09-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Shell #881","",\N,"6023952600","808 S Priest Dr","Phoenix","AZ","85281","0","0"
"n/a","2014-09-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Shell #881","",\N,"6023952600","808 S Priest Dr","Phoenix","AZ","85281","0","0"
"n/a","2014-09-25","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Shell #881","",\N,"6023952600","808 S Priest Dr","Phoenix","AZ","85281","0","0"
"n/a","2014-11-24","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Starbucks Coffee #9413","",\N,"","3765 S Gilbert Rd","Phoenix","AZ","85234","0","0"
"n/a","2014-09-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Panda Express #1047","",\N,"8669372632","3765 S Gilbert Rd","Phoenix","AZ","85234","0","0"
"n/a","2014-11-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Panda Express 1034","",\N,"8669372632","2501 W Happy Valley Rd","Phoenix","AZ","85027","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Wendys Hamburger","",\N,"6234632885","9905 W Camelback Rd","","","00000","0","0"
"n/a","2014-07-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Circle K Store #6650","",\N,"6027284783","4252 S 48th St","Phoenix","AZ","85040","0","0"
"n/a","2014-09-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Piccolo Pizza","",\N,"4808384840","1722 E Mcdowell Rd","","","85006","0","0"
"n/a","2014-10-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Flavors Of India","",\N,"6022775546","4515 N 16th St","","","85016","0","0"
"n/a","2014-12-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Flavors Of India","",\N,"6022775546","4515 N 16th St","","","85016","0","0"
"n/a","2014-05-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Minh Water & Ice","",\N,"6026145835","1615 W Camelback Rd","","","85016","0","0"
"n/a","2014-07-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Quiktrip #447","",\N,"9186157990","5957 E Mcdowell Rd","Phoenix","AZ","85215","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Staples the office Superstore","",\N,"5082535000","4240 S Arizona Ave","","","85248","0","0"
"n/a","2014-10-24","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Staples the office Superstore","",\N,"5082535000","4240 S Arizona Ave","","","85248","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Heidis Events & Catering","",\N,"4807340701","2095 W 15th St","","","85281","0","0"
"n/a","2014-10-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Dollar Tree #2975","",\N,"7573215520","5122 N 95th Ave","Phoenix","AZ","85305","0","0"
"n/a","2014-11-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Family Dollar Store #6308","",\N,"4807332730","8411 W Indian School Rd","Phoenix","AZ","85033","0","0"
"n/a","2014-10-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Radiant Kidz Zone","",\N,"6233744378","15522 W Paradise Ln","","","85374","0","0"
"n/a","2014-11-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","75","-1000","-1000","The Heritage At Carefree","",\N,"4805777800","36590 N Pima Rd","","","85377","0","0"
"n/a","2014-11-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Big Lots #4504","",\N,"6142786835","14537 W Grand Ave","Phoenix","AZ","85374","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Black Bear Diner","",\N,"8084878012","6039 W Bell Rd","","","85306","0","0"
"n/a","2014-08-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","AAA Food Store","",\N,"6329311644","5105 W Glendale Ave","","","85301","0","0"
"n/a","2014-11-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Thai House Restaurant","",\N,"4809241623","15576 N Pima Rd","","","85260","0","0"
"n/a","2014-07-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Sunrise Preschools","",\N,"6029932026","10633 E Apache Tr","","","85208","0","0"
"n/a","2014-07-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Water N Ice","",\N,"4804976608","3544 E Southern Ave","","AZ","85204","0","0"
"n/a","2014-11-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Water N Ice","",\N,"4804976608","3544 E Southern Ave","","AZ","85204","0","0"
"n/a","2014-11-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","El Portal Restaurant","",\N,"6022628107","117 W Grant Ave","","","85003","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Fountain Of The Sun","",\N,"4803804000","560 S 80th St","","","85208","0","0"
"n/a","2014-07-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Quiktrip #417","",\N,"9186157990","3563 E Main St","Phoenix","AZ","85213","0","0"
"n/a","2014-07-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Quiktrip #417","",\N,"9186157990","3563 E Main St","Phoenix","AZ","85213","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Barnes & Noble Booksellers","",\N,"","7030 E Greenway Pkwy","Phoenix","AZ","85254","0","0"
"n/a","2014-10-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Korean Bbq","",\N,"4807770300","2711 S Alma School Rd","","","85210","0","0"
"n/a","2014-03-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Phoenix Muni Stadium","",\N,"6238495249","5999 E Van Buren St","","","85008","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Shaw Butte Little League","",\N,"6025488619","12202 N 21st Ave","","","85029","0","0"
"n/a","2014-09-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Subway #23858","",\N,"","10101 E Bell Rd","Phoenix","AZ","85260","0","0"
"n/a","2014-10-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","85","-1000","-1000","Subway #17757","",\N,"4802155717","1121 S Higley Rd","","","85206","0","0"
"n/a","2014-09-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Cvs Pharmacy #5950","",\N,"","855 E Elliot Rd","Phoenix","AZ","85284","0","0"
"n/a","2014-11-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Family Dollar Store #6228","",\N,"4807332730","1623 N 59th Ave","Phoenix","AZ","85035","0","0"
"n/a","2014-11-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Del Taco #1038","",\N,"9497669378","1842 S Signal Butte Rd","","","85209","0","0"
"n/a","2014-09-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Safeway Store #174","",\N,"4808944100","520 W Osborn Rd","Phoenix","AZ","85013","0","0"
"n/a","2014-09-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","85","-1000","-1000","Gnc #9575","",\N,"4122884600","2160 E Baseline Rd","Phoenix","AZ","85042","0","0"
"n/a","2014-08-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","85","-1000","-1000","Little Caesars Pizza #3177","",\N,"3139836520","7919 E Thomas Rd","Phoenix","AZ","85251","0","0"
"n/a","2014-10-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Cvs Pharmacy #7860","",\N,"","1615 E Baseline Rd","Phoenix","AZ","85042","0","0"
"n/a","2014-08-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Little India","",\N,"6036284646","1813 E Baseline Rd","","","85283","0","0"
"n/a","2014-10-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","85","-1000","-1000","Little India","",\N,"6036284646","1813 E Baseline Rd","","","85283","0","0"
"n/a","2014-11-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Cowpunchers Western Catering","",\N,"4802412749","6811 E Cave Creek Rd","","","85331","0","0"
"n/a","2014-09-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Cowpunchers Western Catering","",\N,"4802412749","6811 E Cave Creek Rd","","","85331","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Valley Childcare","",\N,"6022796970","14085 N Dysart Rd","Phoenix","AZ","85335","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Liberty Fuel","",\N,"6026896270","1201 N 59th Ave","","","85035","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","In-N-Out Burger","",\N,"6268138263","1523 N Dysart Rd","Phoenix","AZ","85323","0","0"
"n/a","2014-10-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","85","-1000","-1000","Good China","",\N,"6238750078","9180 W Union Hills Dr","","","85382","0","0"
"n/a","2014-07-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Circle K Store #2705405","",\N,"6027284783","2515 W Glendale Ave","Phoenix","AZ","85021","0","0"
"n/a","2014-12-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Chipotle Mexican Grill","",\N,"3032225994","425 E Bell Rd","","","85022","0","0"
"n/a","2014-12-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Gilbert National Little League","",\N,"4806327319","525 N Mcqueen Rd","","","85233","0","0"
"n/a","2014-09-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Pacific Seafood Buffet","",\N,"","3110 N AZ Ave","Phoenix","AZ","85225","0","0"
"n/a","2014-11-25","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Phoenicia Grill","",\N,"4809678009","1150 S Gilbert Rd","","","85296","0","0"
"n/a","2014-07-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Big Lots #4508","",\N,"6142786835","10220 N 90th St","Phoenix","AZ","85258","0","0"
"n/a","2014-08-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Classic Car Spa","",\N,"6026482040","9969 S Priest Dr","Phoenix","AZ","85284","0","0"
"n/a","2014-08-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Classic Car Spa","",\N,"6026482040","9969 S Priest Dr","Phoenix","AZ","85284","0","0"
"n/a","2014-08-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Quality Inn","",\N,"6235833500","16741 N Greasewood St","","","85374","0","0"
"n/a","2014-11-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","El Amigo Mexican Grill","",\N,"6027415325","10639 N 19th Ave","","","85029","0","0"
"n/a","2014-10-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","St Anthony Church","",\N,"6022521771","909 S 1st Ave","","","85003","0","0"
"n/a","2014-09-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","85","-1000","-1000","Love & Learn Preschool","",\N,"4802228484","1520 N Priest Dr","","","85281","0","0"
"n/a","2014-11-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Love & Learn Preschool","",\N,"4802228484","1520 N Priest Dr","","","85281","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Phoenix Mini Market","",\N,"6022679720","5062 E Mcdowell Rd","","","85008","0","0"
"n/a","2014-09-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Phoenix Mini Market","",\N,"6022679720","5062 E Mcdowell Rd","","","85008","0","0"
"n/a","2014-09-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Phoenix Mini Market","",\N,"6022679720","5062 E Mcdowell Rd","","","85008","0","0"
"n/a","2014-12-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","The Original Wineburger","",\N,"6022796043","6027 N 19th Ave","","","85015","0","0"
"n/a","2014-07-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","99 cents plus beer wine","",\N,"6022469464","3601 W Camelback Rd","","","85019","0","0"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","-1000","-1000","-1000","Azcentral.Com The News Store #43 T4 N1","",\N,"4168636552","3800 E Sky Harbor Blvd","","","85034","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:27","96","-1000","-1000","Arbor Rose Senior Care","",\N,"4802429712","6033 E Arbor Ave","","","85206","0","0"
